76337,59369,32296
38981,56988,6619
44763,29469,35956
4269,25973,62563
5647,20851,68636
9014,29222,2778
9327,35572,94692
29717,95619,6632
15981,53439,96261
38654,32237,49834
13856,77574,53128
73118,83271,48563
73116,80365,73775
19628,77897,78354
58818,86089,51626
50975,51124,28070
63471,29542,462
93930,29915,28718
22048,90720,67390
53302,21233,10076
34921,85015,37879
21762,23863,40168
88429,73359,60770
14733,87045,57429
37683,36384,94138
36151,56937,90688
21013,46790,67797
17465,4249,61869
13505,82041,70299
99850,36703,23888
59106,39734,36842
1034,77732,81624
22220,10356,76631
89556,5285,11805
53919,29610,56517
88753,14821,10220
32505,18426,48385
95785,33113,29844
52807,54514,35441
1767,20580,39294
70098,92864,17393
36683,18878,897
622,36802,68075
38260,73898,3093
60137,58872,76328
26962,48591,34940
86930,46103,22672
133,45907,76735
82231,41881,33877
63194,96916,10374
32832,26222,20430
87375,13374,1115
77965,22601,42108
94799,37569,49344
91507,67148,81826
60910,18100,5706
40448,93395,79752
27959,35297,73296
10682,13645,43303
56645,5541,57972
48443,92759,68660
552,38301,74787
18902,43897,93194
1952,57268,38340
13788,37494,76725
99726,66784,40809
39980,4299,85576
22958,59997,97461
14496,88895,73983
8733,72770,22689
74557,43330,15324
42915,58042,4363
21958,70048,11585
94158,33640,89481
50630,89968,66846
42730,40676,42299
56970,73468,65870
95024,27584,77357
10398,56659,23220
9845,94742,44638
67164,15500,34028
47525,69432,82579
26771,76671,70200
94264,68811,72778
55080,95173,19055
74929,30315,65016
80146,41272,9837
58781,12766,83093
14310,93811,62739
85742,82122,95599
70479,98358,50932
73502,46583,1625
30741,41973,12922
9969,5340,35760
76466,76168,79988
22141,9102,89399
45314,67908,32442
82169,4940,9672
74110,67413,80279
72755,46168,39386
6190,78811,90790
1039,98919,58362
86103,54867,68837
29400,65210,25995
92512,23326,6787
44297,14349,49247
25836,71605,72310
8796,10579,87325
79866,2238,73804
92756,41835,57737
98930,15434,99407
92023,11130,43796
78234,89974,9214
58284,93808,40855
59050,99547,85874
11897,56257,11821
58940,49898,46175
15123,80309,17635
74153,78826,16754
817,31154,81492
25713,16993,93057
20786,82093,57319
8932,19570,69499
21427,82975,28327
98917,82560,68530
53051,61745,12455
34648,77983,61993
68244,18442,63050
94351,50423,33641
56080,44607,68118
37946,94469,29731
39833,40765,74956
73893,41437,57360
33938,29975,23404
35381,14912,14004
71745,27595,31391
76498,55702,75845
73462,13702,59608
52468,34963,93162
99275,48948,87838
8245,82202,89381
80112,54454,452
1499,6455,1931
24464,12219,13567
72994,62025,9558
92174,76922,65163
79038,93057,63599
57094,60980,49661
10290,43674,38499
36385,50479,93993
5441,40878,88055
51300,62566,30366
98833,9196,9986
55434,99445,84247
59310,3173,67730
93908,25960,61744
49971,19781,20791
97944,57525,44320
25679,44063,72878
30702,50753,21732
45704,46664,32703
28362,35858,83358
38862,92869,96324
55584,33014,19836
2097,48401,78891
34020,64507,38009
47699,12635,16005
21506,93238,96419
80583,83930,27907
99009,7708,61138
11438,4476,90325
21093,50531,62580
13879,57274,4753
25563,45035,1863
7751,30135,53527
6024,11401,26763
12030,86942,68116
41509,10910,573
743,93531,96651
26504,72848,42377
42094,59396,88073
76192,63506,79380
83893,86877,51911
12267,81558,86663
4876,6704,44026
67807,58652,18425
31969,71833,90667
46824,33968,35272
8058,63201,50925
97146,61314,76846
1833,60790,33018
29527,73952,84186
92727,92799,96156
53226,80923,68960
70989,59439,70681
95224,55369,35329
46663,3207,48814
87936,60963,49906
93757,45244,56060
71608,47423,85071
51148,4468,76805
36050,41870,2635
5518,22665,70047
80738,97256,8169
42442,28173,59036
47320,24486,31805
78227,41049,49413
2029,34278,32162
26030,59116,90637
71363,83565,98926
58085,85137,87286
35325,45498,59841
16006,8040,11285
26183,24529,55372
87212,98662,38456
31270,57770,51387
97991,85344,28435
85719,68998,37804
17184,53937,29271
75773,39643,3790
35366,62564,40604
54481,89031,84606
15683,78317,75156
92032,5984,62419
96925,6369,76328
50396,14457,43195
71289,98698,15561
