2809,42358
2411,42358
2411,41109
2379,41109
2379,39899
2588,39899
2588,38856
3504,38856
3504,37681
3799,37681
3799,36456
3926,36456
3926,35358
4486,35358
4486,34172
4764,34172
4764,33109
5384,33109
5384,31731
5205,31731
5205,30944
6463,30944
6463,29488
6194,29488
6194,28754
7465,28754
7465,27704
8056,27704
8056,26447
8278,26447
8278,25532
9113,25532
9113,24513
9760,24513
9760,23176
9932,23176
9932,22111
10541,22111
10541,21320
11528,21320
11528,20269
12157,20269
12157,19445
13074,19445
13074,18598
13950,18598
13950,17240
14261,17240
14261,16897
15675,16897
15675,15943
16430,15943
16430,15249
17440,15249
17440,13843
17804,13843
17804,13266
18922,13266
18922,12637
19980,12637
19980,11951
20984,11951
20984,11277
21993,11277
21993,10718
23077,10718
23077,9679
23841,9679
23841,9217
24986,9217
24986,8853
26176,8853
26176,7764
26954,7764
26954,7166
28017,7166
28017,7178
29376,7178
29376,5810
30080,5810
30080,5959
31475,5959
31475,5251
32498,5251
32498,4480
33513,4480
33513,4576
34838,4576
34838,4264
36011,4264
36011,3679
37106,3679
37106,3299
38266,3299
38266,2892
39425,2892
39425,2827
40659,2827
40659,2940
41915,2940
41915,2349
43051,2349
43051,2778
44331,2778
44331,2194
45486,2194
45486,2119
46700,2119
46700,2243
47923,2243
47923,2326
49135,2326
49135,1876
50346,1876
50346,2441
51548,2441
51548,2483
52753,2483
52753,1889
54012,1889
54012,2305
55197,2305
55197,2876
56347,2876
56347,2850
57571,2850
57571,3252
58727,3252
58727,2720
60072,2720
60072,3119
61235,3119
61235,4100
62237,4100
62237,3882
63556,3882
63556,4174
64741,4174
64741,4241
66010,4241
66010,4837
67097,4837
67097,5760
68042,5760
68042,5887
69307,5887
69307,6281
70470,6281
70470,6711
71622,6711
71622,7675
72498,7675
72498,8378
73495,8378
73495,8584
74783,8584
74783,9182
75852,9182
75852,10124
76694,10124
76694,10824
77688,10824
77688,11291
78856,11291
78856,11876
79952,11876
79952,13002
80614,13002
80614,14121
81252,14121
81252,14643
82409,14643
82409,15229
83532,15229
83532,16534
83951,16534
83951,17485
84702,17485
84702,18282
85619,18282
85619,18732
86957,18732
86957,19710
87698,19710
87698,21161
87817,21161
87817,22075
88609,22075
88609,22913
89521,22913
89521,23857
90295,23857
90295,24755
91159,24755
91159,25741
91897,25741
91897,27075
92013,27075
92013,28248
92383,28248
92383,29045
93508,29045
93508,30450
93370,30450
93370,31400
94218,31400
94218,32543
94631,32543
94631,33600
95279,33600
95279,34703
95827,34703
95827,36066
95555,36066
95555,37101
96338,37101
96338,38245
96785,38245
96785,39467
96923,39467
96923,40731
96811,40731
96811,41934
96944,41934
96944,43040
97726,43040
97726,44278
97667,44278
97667,45509
97562,45509
97562,46697
97935,46697
97935,47906
98133,47906
98133,49137
97585,49137
97585,50344
